pos	ac	het	n
573	1	1	200
668	1	1	200
684	199	1	200
752	1	1	200
765	197	3	200
847	3	3	200
941	13	9	200
970	198	2	200
1077	2	2	200
1101	2	2	200
1255	14	12	200
1497	43	31	200
1701	5	5	200
1911	6	6	200
2291	1	1	200
2498	139	45	200
2537	137	47	200
2823	200	0	200
2946	13	9	200
3173	9	9	200
145	99	99	200
183	1	1	198
250	1	1	198
327	37	37	144
336	31	29	132
71	14	12	200
117	179	17	200
185	180	18	200
245	180	18	200
599	93	45	200
606	96	44	200
633	106	46	200
668	13	13	200
693	104	44	200
705	94	46	200
725	18	16	200
833	94	44	200
981	92	44	200
1021	107	43	200
1154	1	1	200
1227	106	46	200
1236	3	3	200
1296	94	46	200
1587	200	0	200
1602	1	1	200
1625	200	0	200
1636	106	46	200
1695	107	45	200
1756	200	0	200
1875	17	13	200
1990	9	7	200
2124	4	4	200
2144	11	11	200
2236	1	1	200
2281	4	4	200
2341	94	46	200
2381	2	2	200
2384	106	46	200
2544	1	1	200
2636	30	20	200
2818	200	0	200
2884	200	0	200
2900	106	46	200
2927	200	0	200
3078	62	52	200
3110	32	22	200
3166	1	1	200
3190	16	12	200
3352	5	5	200
3463	61	51	200
3469	106	46	200
3492	1	1	200
3626	1	1	200
3675	64	50	200
3812	200	0	200
3941	11	11	200
3981	82	40	200
3983	83	41	200
4014	189	11	200
4152	106	46	200
4368	5	5	200
4585	1	1	200
4634	1	1	200
4946	95	45	200
4965	93	45	200
5000	105	45	200
5029	94	46	200
5066	105	45	200
5068	105	45	200
5077	1	1	200
5211	96	44	200
5308	93	45	200
5311	95	45	200
5343	144	36	200
5368	146	36	200
5385	146	36	200
5391	55	37	200
5594	107	45	200
5891	1	1	200
238	32	32	148
306	43	41	138
35	143	41	200
251	126	38	200
253	128	38	200
550	1	1	200
617	57	41	200
1079	1	1	200
1289	2	2	200
1385	200	0	200
1396	56	42	200
1466	84	46	200
1557	55	41	200
1665	200	0	200
1701	200	0	200
1773	9	7	200
1959	1	1	200
1978	144	42	200
2160	144	40	200
2191	1	1	200
2203	1	1	200
2210	55	41	200
2241	145	39	200
2429	55	41	200
2490	55	41	200
2549	144	42	200
2610	56	42	200
2910	59	39	200
3102	200	0	200
3131	144	42	200
127	6	6	186
191	32	32	154
8	196	4	200
48	4	4	200
172	4	4	200
440	4	4	200
467	24	22	200
529	200	0	200
959	32	30	200
1037	8	6	200
1495	3	3	200
1531	81	49	200
1540	1	1	200
1605	121	49	200
1610	80	50	200
1639	200	0	200
1698	1	1	200
1867	30	28	200
1884	36	30	200
2000	1	1	200
2119	1	1	200
2239	118	50	200
2451	75	47	200
2700	44	34	200
2725	4	4	200
2730	1	1	200
2733	76	44	200
2762	25	21	200
2853	4	4	200
3121	199	1	200
3448	3	3	200
3453	118	50	200
3639	4	4	200
3667	152	36	200
3790	200	0	200
3909	200	0	200
4070	124	50	200
4076	127	47	200
4080	15	15	200
4081	124	50	200
4102	44	34	200
4145	1	1	200
4361	77	49	200
4403	76	50	200
4499	26	20	200
4633	2	2	200
4638	2	2	200
4657	2	2	200
4807	200	0	200
4847	200	0	200
4850	3	3	200
4903	119	49	200
5041	200	0	200
5136	200	0	200
5236	24	20	200
5313	2	2	200
5442	1	1	200
5461	24	20	200
5490	32	30	200
5565	200	0	200
5733	111	49	200
5760	7	5	200
5879	123	49	200
6013	43	35	200
6322	4	4	200
6378	76	50	200
6468	121	49	200
6582	193	5	200
6598	112	52	200
6626	7	5	200
6742	112	52	200
6772	7	5	200
6786	44	34	200
6902	31	29	200
7082	200	0	200
7238	4	4	200
7320	43	33	200
7502	199	1	200
7504	1	1	200
7696	200	0	200
7721	4	4	200
7877	1	1	200
8091	6	6	200
8285	196	4	200
8699	31	23	200
8766	200	0	200
8774	4	4	200
8911	2	2	200
9196	31	29	200
9241	186	14	200
9344	196	4	200
9570	196	4	200
9628	121	49	200
9642	24	20	200
10016	4	4	200
10023	196	4	200
10049	1	1	200
10150	4	4	200
10238	200	0	200
10253	1	1	200
10263	200	0	200
10285	200	0	200
10291	200	0	200
10297	200	0	200
10310	200	0	200
10465	200	0	200
10508	3	3	200
10700	200	0	200
10708	200	0	200
10796	200	0	200
10891	200	0	200
10906	78	48	200
11137	4	4	200
11170	3	3	200
11281	200	0	200
11337	200	0	200
11551	76	50	200
11626	125	49	200
11986	42	34	200
11987	158	32	200
12082	192	8	200
12181	77	49	200
12219	14	14	200
12252	1	1	200
12306	37	31	200
12333	30	22	200
12440	196	4	200
12460	120	50	200
12778	197	3	200
12825	2	2	200
12849	197	3	200
12878	197	3	200
12896	3	3	200
12910	3	3	200
12977	3	3	200
13003	20	18	200
13236	79	49	200
13365	8	6	200
13426	4	4	200
13700	2	2	200
13885	1	1	200
13891	3	3	200
13906	2	2	200
13925	4	4	200
14237	1	1	200
14270	4	4	200
14277	1	1	200
14342	25	21	200
14641	200	0	200
14696	44	34	200
14839	156	34	200
14871	45	33	200
14896	4	4	200
14947	7	5	200
15130	1	1	200
15620	200	0	200
16039	1	1	200
16147	199	1	200
16466	1	1	200
16521	2	2	200
16789	200	0	200
16805	46	32	200
16879	1	1	200
17318	120	50	200
17474	200	0	200
17506	44	34	200
17755	77	49	200
18069	4	4	200
19108	200	0	200
19141	200	0	200
19186	200	0	200
19189	200	0	200
19208	1	1	200
19462	120	48	200
19605	200	0	200
19656	44	34	200
19821	200	0	200
19905	200	0	200
20027	44	34	200
20245	44	34	200
20264	3	3	200
20470	198	2	200
20507	2	2	200
20511	198	2	200
20562	19	19	200
20731	8	6	200
22	46	38	200
27	46	38	200
29	47	39	200
44	155	37	200
51	153	39	200
53	152	38	200
58	5	5	200
80	152	38	200
89	154	40	200
91	46	40	200
422	2	2	200
467	21	19	200
507	4	4	200
537	1	1	200
655	12	10	200
693	5	5	200
772	9	9	200
824	178	20	200
849	22	16	200
1196	6	6	200
1392	6	6	200
1446	199	1	200
1465	1	1	200
1494	199	1	200
1521	199	1	200
1564	5	5	200
1600	1	1	200
1646	191	9	200
2089	2	2	200
2193	4	4	200
2288	13	11	200
2302	200	0	200
2309	1	1	200
2639	178	20	200
2807	178	20	200
2831	22	20	200
2879	22	20	200
2918	9	9	200
3049	6	6	200
3153	5	5	200
3162	2	2	200
3286	2	2	200
3382	53	37	200
3721	8	8	200
3766	181	17	200
3915	178	20	200
4024	2	2	200
4035	198	2	200
4133	2	2	200
4133	4	4	200
4139	198	2	200
33	4	4	188
122	2	2	194
275	3	3	184
483	2	2	198
941	1	1	194
1024	4	4	178
1131	1	1	198
1143	4	4	180
1158	99	95	198
1186	97	97	198
1196	98	98	198
44	147	39	200
90	26	26	200
156	4	4	200
228	174	24	200
588	53	39	200
634	200	0	200
743	30	26	200
788	1	1	200
856	52	40	200
901	200	0	200
921	1	1	200
1026	200	0	200
1055	24	22	200
1509	1	1	200
1839	92	42	200
1992	29	27	200
2364	52	40	200
2372	52	38	200
2504	49	39	200
2607	53	37	200
2682	5	5	200
3044	29	27	200
3047	200	0	200
3052	200	0	200
3057	200	0	200
3112	200	0	200
3126	25	25	200
3274	200	0	200
3282	200	0	200
3514	29	27	200
3531	1	1	200
3559	52	40	200
3731	1	1	200
3852	52	40	200
3881	6	6	200
3884	25	21	200
4321	56	40	200
4342	2	2	200
4484	2	2	200
4656	52	40	200
4682	52	40	200
4782	53	39	200
4854	106	44	200
4889	94	44	200
5019	108	42	200
5076	6	6	200
5211	1	1	200
5316	93	43	200
5894	1	1	200
5979	25	25	200
6034	94	44	200
6071	1	1	200
6146	199	1	200
6376	168	26	200
6449	25	25	200
6459	166	28	200
6639	2	2	200
6688	5	5	200
6853	26	26	200
6871	52	40	200
7211	200	0	200
7343	26	26	200
7393	30	26	200
7556	200	0	200
7880	25	25	200
7915	23	21	200
7998	106	44	200
8056	105	43	200
8293	6	6	200
8306	200	0	200
8475	200	0	200
9013	147	39	200
9246	52	40	200
9476	0	0	200
9521	39	31	200
9578	96	42	200
9623	50	38	200
9653	1	1	200
9783	1	1	200
9991	8	8	200
10153	1	1	200
10223	200	0	200
10316	200	0	200
10343	1	1	200
10360	194	6	200
10508	200	0	200
10568	26	26	200
10618	5	5	200
11210	26	24	200
11215	50	40	200
11470	4	2	200
11498	3	3	200
11570	30	26	200
11585	18	14	200
11723	3	3	200
12443	23	23	200
12917	148	40	200
12950	53	39	200
13113	1	1	200
13135	95	41	200
13295	6	6	200
13315	22	18	200
13330	149	39	200
13475	1	1	200
13672	3	3	200
13692	20	20	200
13707	179	19	200
13767	20	18	200
13768	21	19	200
13785	180	20	200
13792	180	20	200
13812	8	8	200
13963	9	9	200
13978	2	2	200
13987	1	1	200
14195	29	27	200
14205	3	3	200
14240	3	3	200
14272	24	24	200
14363	10	10	200
14480	5	5	200
14619	200	0	200
14630	1	1	200
15210	7	7	200
15377	200	0	200
15435	200	0	200
15620	25	25	200
15645	1	1	200
15892	10	10	200
15900	2	2	200
15960	1	1	200
16007	18	16	200
16110	15	15	200
16225	95	43	200
16240	3	3	200
16389	3	3	200
16405	1	1	200
16487	1	1	200
16535	1	1	200
16565	94	44	200
16577	199	1	200
16692	26	20	200
164	1	1	198
204	1	1	196
246	1	1	198
316	1	1	200
389	1	1	196
0	0	0	0
21	60	60	154
32	1	1	196
84	3	3	192
163	95	95	194
274	3	3	184
288	8	8	130
290	3	3	178
501	76	76	172
590	78	76	168
727	2	2	182
794	5	5	172
883	8	8	174
179	1	1	200
261	1	1	200
320	2	2	200
1034	6	4	200
1050	10	10	200
1203	200	0	200
1224	200	0	200
1318	29	27	200
1320	18	16	200
1415	17	15	200
1430	182	14	200
1442	183	15	200
1659	192	8	200
1683	193	7	200
1768	17	15	200
1880	1	1	200
2188	99	53	200
2298	183	15	200
2431	1	1	200
2477	23	21	200
2667	4	4	200
2852	42	32	200
2897	1	1	200
2899	43	33	200
2909	198	2	200
2996	199	1	200
2998	12	12	200
3008	199	1	200
3177	172	24	200
51	1	1	196
121	3	3	194
132	2	2	186
304	57	57	144
356	23	23	156
529	1	1	196
562	101	97	200
583	1	1	198
667	13	11	138
786	97	97	200
958	1	1	200
20	143	37	200
30	144	38	200
205	1	1	200
642	0	0	200
870	38	32	200
1185	200	0	200
1277	200	0	200
1422	3	3	200
1430	14	12	200
1474	200	0	200
1619	5	5	200
1743	1	1	200
1852	26	22	200
1857	175	23	200
1858	175	23	200
2101	90	44	200
2115	1	1	200
2226	1	1	200
2381	3	3	200
2384	194	4	200
2774	5	5	200
21	49	49	154
154	4	4	184
366	74	70	156
420	5	5	188
738	4	4	170
900	3	3	176
913	93	89	188
942	10	10	156
946	2	2	176
1034	5	5	180
1074	11	11	188
1117	1	1	196
1194	99	97	200
1205	1	1	198
1207	3	3	194
1362	5	5	192
1575	10	10	180
1628	1	1	196
1709	101	97	200
1782	1	1	200
1886	12	12	184
1996	1	1	196
2066	4	4	194
2069	92	92	194
2101	94	88	192
2121	93	93	194
2139	92	90	194
2150	93	91	196
2309	9	9	160
2327	7	7	166
2331	12	12	170
2364	7	7	172
2386	4	4	172
2417	4	4	198
2421	75	75	162
2428	3	3	190
2469	4	4	194
26	3	3	200
30	3	3	200
31	3	3	200
38	197	3	200
64	1	1	200
122	3	3	200
152	3	3	200
516	9	9	200
606	181	17	200
625	19	17	200
809	29	25	200
1008	136	44	200
1046	200	0	200
1191	200	0	200
1233	11	11	200
1374	1	1	200
1423	1	1	200
1461	199	1	200
1630	11	9	200
5	16	16	140
22	3	3	194
33	84	84	176
164	25	23	128
65	2	2	200
292	6	6	200
330	2	2	200
468	1	1	200
621	200	0	200
1149	2	2	200
1339	1	1	200
1740	3	3	200
1782	3	3	200
1823	3	3	200
1863	197	3	200
1893	2	2	200
1937	197	3	200
2210	4	4	200
2247	3	3	200
2389	1	1	200
2420	1	1	200
2493	39	29	200
2508	34	26	200
2552	3	3	200
2677	75	51	200
2939	6	6	200
2957	191	9	200
2960	9	9	200
2961	68	50	200
2970	3	3	200
3008	3	3	200
3071	6	6	200
3074	194	6	200
3314	16	14	200
3574	1	1	200
3643	1	1	200
3744	1	1	200
3779	199	1	200
3780	199	1	200
3810	2	2	200
3833	199	1	200
3859	1	1	200
3868	199	1	200
3887	1	1	200
3900	1	1	200
3984	35	27	200
4153	200	0	200
4540	152	42	200
4557	152	40	200
4559	47	41	200
4580	2	2	200
4602	153	39	200
4618	48	42	200
4670	152	42	200
4826	48	42	200
4833	152	42	200
15	5	5	178
28	5	5	192
81	67	67	154
89	5	5	154
106	66	64	152
128	13	13	172
159	6	6	154
296	12	12	172
320	8	8	152
334	5	5	190
529	4	4	192
563	15	15	156
666	7	7	156
684	18	18	152
708	1	1	200
813	9	9	158
849	11	11	160
885	1	1	194
924	4	4	180
947	68	66	158
966	70	66	156
1047	15	15	148
1213	67	63	150
1290	71	71	170
243	143	35	200
259	200	0	200
868	200	0	200
1030	144	36	200
1237	143	35	200
1378	57	35	200
1380	145	35	200
1382	56	36	200
1385	12	10	200
1394	142	34	200
1397	56	36	200
1411	56	36	200
1546	1	1	200
1658	56	34	200
1718	7	7	200
1730	6	6	200
1859	55	35	200
1886	57	33	200
2054	56	36	200
2127	138	38	200
2132	26	20	200
2147	1	1	200
2203	56	36	200
2251	144	36	200
2466	145	35	200
2616	58	34	200
2619	14	14	200
2801	2	2	200
3171	200	0	200
3192	6	6	200
3256	4	4	200
3419	22	18	200
3518	56	36	200
3534	145	35	200
3582	144	36	200
3606	7	7	200
3649	56	36	200
3658	145	35	200
3674	145	35	200
3722	55	35	200
3966	180	20	200
3986	6	6	200
4221	144	36	200
4325	6	6	200
3	26	26	142
189	18	18	152
144	30	18	200
185	169	17	200
203	200	0	200
240	200	0	200
251	200	0	200
264	200	0	200
516	198	2	200
632	8	8	200
845	2	2	200
1021	1	1	200
1040	35	31	200
1161	28	20	200
1406	9	9	200
1471	34	30	200
1525	2	2	200
1703	2	2	200
1761	1	1	200
1955	110	52	200
2090	1	1	200
2338	2	2	200
2601	198	2	200
2820	1	1	200
2949	199	1	200
3016	199	1	200
3048	1	1	200
3178	199	1	200
3366	1	1	200
3489	6	6	200
3496	6	6	200
3681	1	1	200
3810	32	30	200
4123	1	1	200
4135	0	0	200
4153	1	1	200
4188	2	2	200
4286	1	1	200
4342	19	17	200
4342	181	17	200
4399	1	1	200
4453	199	1	200
4466	40	32	200
4508	200	0	200
4532	1	1	200
4586	200	0	200
4707	200	0	200
4809	200	0	200
4947	89	49	200
4949	33	29	200
4970	200	0	200
4999	1	1	200
5082	200	0	200
5372	3	3	200
5388	1	1	200
5442	195	5	200
5461	5	5	200
5478	195	5	200
5549	200	0	200
5602	2	2	200
5739	192	8	200
5773	192	8	200
5953	2	2	200
6159	6	4	200
6272	200	0	200
6627	32	28	200
6903	2	2	200
7237	1	1	200
7367	198	2	200
7673	4	4	200
7761	3	3	200
7779	1	1	200
7811	2	2	200
7876	1	1	200
7978	198	2	200
8027	32	32	200
8124	9	9	200
8426	1	1	200
8614	6	6	200
8768	200	0	200
8786	200	0	200
8836	200	0	200
8995	13	11	200
9159	1	1	200
9251	200	0	200
9271	198	2	200
9561	3	3	200
9736	32	28	200
9746	198	2	200
9942	20	18	200
10085	4	4	200
10119	198	2	200
10206	31	27	200
10231	167	29	200
10245	164	32	200
10252	36	32	200
10257	36	32	200
10333	200	0	200
10393	30	18	200
10532	2	2	200
10722	2	2	200
10767	195	5	200
10795	194	6	200
10813	3	3	200
10855	2	2	200
10871	6	6	200
10902	194	6	200
10933	25	19	200
10962	194	6	200
11119	200	0	200
11127	200	0	200
11158	200	0	200
11171	200	0	200
11174	200	0	200
11909	1	1	200
11990	2	2	200
12183	200	0	200
12292	1	1	200
12650	9	9	200
12989	9	9	200
13002	191	9	200
13022	9	9	200
13036	9	9	200
13044	192	8	200
13137	6	6	200
13378	35	29	200
13380	166	30	200
13403	32	30	200
13417	32	28	200
13526	1	1	200
13578	2	2	200
13806	1	1	200
13831	90	50	200
14173	2	2	200
14186	13	7	200
14251	1	1	200
14275	1	1	200
14358	198	2	200
14393	30	18	200
14428	1	1	200
14442	2	2	200
14513	1	1	200
14541	200	0	200
14577	200	0	200
14655	200	0	200
14666	1	1	200
14718	200	0	200
14830	22	18	200
14833	200	0	200
14846	200	0	200
14929	200	0	200
14971	200	0	200
15274	193	7	200
15323	195	5	200
15736	5	5	200
15738	5	5	200
15767	5	5	200
15774	5	5	200
15786	195	5	200
16195	3	3	200
16241	1	1	200
16273	25	19	200
16325	198	2	200
16328	2	2	200
16367	2	2	200
16406	3	3	200
16508	198	2	200
16628	198	2	200
16769	1	1	200
16883	200	0	200
16892	109	53	200
16959	200	0	200
16961	2	2	200
16969	7	3	200
17009	5	5	200
17045	1	1	200
85	31	31	144
383	5	5	190
440	13	13	160
471	7	7	180
512	23	21	140
523	1	1	198
840	4	4	184
938	3	3	174
973	3	3	192
22	46	32	200
123	2	2	200
245	4	4	200
529	47	33	200
538	152	32	200
674	2	2	200
770	1	1	200
905	1	1	200
912	11	9	200
1021	15	13	200
1186	6	6	200
1227	44	28	200
1228	13	11	200
1388	10	10	200
1553	47	33	200
1908	46	32	200
1936	10	10	200
2052	11	11	200
2116	13	13	200
2188	63	39	200
2190	47	33	200
2325	163	25	200
2341	1	1	200
2342	4	4	200
2734	153	33	200
2990	5	5	200
2992	5	5	200
3053	149	33	200
3109	148	36	200
3159	198	2	200
3294	1	1	200
3407	2	2	200
3557	47	33	200
3665	47	33	200
3693	153	33	200
3723	153	33	200
3731	6	4	200
3748	155	31	200
3775	153	33	200
3852	153	33	200
3880	47	33	200
3916	154	32	200
3936	153	33	200
3985	153	33	200
4129	22	20	200
4145	49	31	200
4189	22	20	200
4273	152	32	200
4395	110	46	200
4467	11	11	200
4503	47	33	200
4520	200	0	200
4543	20	16	200
4572	46	32	200
111	13	13	170
347	17	17	144
0	136	48	200
8	136	48	200
130	88	48	200
138	114	48	200
275	8	8	200
386	1	1	200
401	86	48	200
494	77	45	200
553	5	5	200
629	8	8	200
669	8	8	200
681	113	47	200
689	1	1	200
702	86	48	200
821	10	8	200
848	96	44	200
943	200	0	200
1190	4	4	200
1359	95	47	200
1749	200	0	200
1926	200	0	200
2011	95	47	200
2106	27	23	200
2107	1	1	200
2124	2	2	200
2177	8	8	200
2312	96	46	200
2465	200	0	200
2532	97	45	200
2663	1	1	200
2823	2	2	200
2860	2	2	200
39	34	34	160
71	1	1	198
102	1	1	188
113	2	2	194
144	95	49	200
156	11	11	200
189	103	49	200
205	34	26	200
234	97	49	200
271	17	17	200
279	33	27	200
280	1	1	200
309	94	48	200
515	16	16	200
690	9	9	200
1219	200	0	200
1262	13	13	200
1336	11	11	200
1438	1	1	200
1621	11	11	200
1698	103	47	200
1793	11	11	200
1870	200	0	200
1887	200	0	200
1905	200	0	200
1944	200	0	200
1971	2	2	200
2021	200	0	200
2068	200	0	200
2089	11	11	200
2289	15	13	200
2562	12	10	200
2661	200	0	200
2721	11	9	200
2724	189	9	200
2750	190	10	200
2756	10	10	200
2764	190	10	200
2844	13	13	200
2848	187	13	200
2922	197	3	200
3065	1	1	200
3311	1	1	200
3414	190	10	200
3426	10	10	200
3457	200	0	200
3477	200	0	200
3540	15	13	200
3599	5	5	200
3619	11	11	200
3681	93	51	200
3802	107	47	200
4198	96	50	200
4434	96	50	200
4480	11	11	200
4560	94	50	200
5055	200	0	200
5091	1	1	200
5151	1	1	200
5179	5	5	200
5191	200	0	200
5349	2	2	200
5520	107	51	200
5537	98	48	200
5580	106	50	200
5685	188	12	200
5766	95	51	200
5939	2	2	200
5973	3	3	200
6005	3	3	200
6016	3	3	200
6086	2	2	200
6154	98	48	200
6200	92	50	200
6297	33	27	200
6449	93	51	200
6681	87	43	200
6712	15	13	200
6726	3	3	200
264	1	1	200
281	197	3	200
655	3	3	200
688	1	1	200
773	116	48	200
828	116	48	200
861	15	11	200
1023	13	11	200
1123	13	13	200
1176	84	48	200
1180	3	3	200
1230	55	35	200
1305	12	12	200
281	1	1	196
427	98	98	200
453	1	1	198
454	15	13	140
855	2	2	192
1	1	1	200
54	1	1	200
232	135	47	200
456	1	1	200
616	1	1	200
670	148	38	200
726	48	40	200
727	2	2	200
756	198	2	200
787	198	2	200
789	198	2	200
869	200	0	200
937	14	12	200
941	51	39	200
1202	5	5	200
1298	148	38	200
1355	30	28	200
1416	1	1	200
1718	51	39	200
1822	1	1	200
1874	20	18	200
1886	16	16	200
1971	5	5	200
2059	195	5	200
2065	2	2	200
2136	3	3	200
2247	2	2	200
2369	3	3	200
2422	3	3	200
2460	20	16	200
2787	1	1	200
2843	30	28	200
2849	26	24	200
2900	200	0	200
3007	5	5	200
3233	198	2	200
3240	197	3	200
3292	11	9	200
3295	14	14	200
3298	186	14	200
3425	2	2	200
3687	3	3	200
3730	1	1	200
3742	64	48	200
3826	1	1	200
3927	2	2	200
4124	31	29	200
4610	31	29	200
4705	20	18	200
4899	165	31	200
5016	38	30	200
5022	2	2	200
5297	2	2	200
5350	7	7	200
5395	20	18	200
5718	195	5	200
5745	5	5	200
5763	59	49	200
5842	5	5	200
5867	5	5	200
5880	195	5	200
5887	5	5	200
5891	5	5	200
5961	195	5	200
5969	145	43	200
5971	195	5	200
5982	195	5	200
6240	3	3	200
6398	10	10	200
6445	52	42	200
6487	173	23	200
6823	36	32	200
6891	13	11	200
7273	63	47	200
7280	5	5	200
7545	36	32	200
7579	115	45	200
140	7	7	180
339	6	6	188
346	53	53	154
407	1	1	186
433	102	98	200
640	1	1	200
685	78	76	172
857	4	4	180
909	98	98	200
1066	22	22	146
1096	1	1	198
1144	100	96	200
1265	6	6	158
1272	1	1	200
1283	51	51	142
1300	103	97	200
1341	100	100	200
14	1	1	200
66	1	1	200
106	10	10	200
138	199	1	200
264	199	1	200
281	199	1	200
397	200	0	200
435	200	0	200
40	1	1	198
78	73	73	170
87	7	5	160
132	1	1	190
138	15	15	120
174	1	1	198
196	97	97	200
202	2	2	176
364	2	2	182
409	1	1	194
511	2	2	188
545	1	1	200
4	199	1	200
38	1	1	200
93	199	1	200
372	39	29	200
441	1	1	200
544	39	31	200
558	159	29	200
561	41	29	200
567	161	29	200
611	160	30	200
621	160	30	200
642	36	26	200
654	20	18	200
678	2	2	200
736	40	30	200
755	160	30	200
775	160	30	200
781	160	28	200
804	159	29	200
816	161	29	200
1223	67	39	200
1318	195	5	200
1324	195	5	200
1406	6	6	200
1440	194	6	200
1497	3	3	200
1537	4	4	200
1687	47	37	200
1752	4	4	200
1812	200	0	200
1860	200	0	200
1980	194	6	200
2037	6	6	200
2061	4	2	200
2106	5	5	200
2854	5	5	200
2879	195	5	200
2998	26	14	200
3153	11	11	200
3329	40	30	200
3353	200	0	200
3420	2	2	200
4525	4	2	200
4567	5	5	200
4752	19	15	200
4940	6	2	200
5267	67	41	200
5297	133	41	200
5323	200	0	200
5435	4	4	200
5512	200	0	200
5642	46	32	200
5665	5	5	200
44	10	10	168
66	93	91	186
103	15	15	158
120	30	30	120
174	4	4	156
199	2	2	186
200	100	98	200
285	1	1	182
349	8	8	158
370	1	1	184
398	1	1	198
470	1	1	198
270	6	6	200
288	20	20	200
342	200	0	200
347	2	2	200
420	200	0	200
490	200	0	200
873	21	21	200
889	21	21	200
1186	1	1	200
1248	2	2	200
1297	1	1	200
1343	1	1	200
1636	3	3	200
1689	144	36	200
1732	23	17	200
1775	167	27	200
1837	34	28	200
1850	166	28	200
1876	165	27	200
1883	165	27	200
2004	22	18	200
2028	168	28	200
2089	200	0	200
2134	168	28	200
2232	147	41	200
2252	167	27	200
2329	21	21	200
2520	42	32	200
2615	69	43	200
2748	4	4	200
2782	2	2	200
2864	3	3	200
2906	20	16	200
3129	1	1	200
3232	22	18	200
3246	6	6	200
3248	22	18	200
3257	22	18	200
3391	144	36	200
3453	9	9	200
3534	147	33	200
3672	11	9	200
3932	34	28	200
4201	5	5	200
4361	3	3	200
4562	144	36	200
4875	4	4	200
5036	145	35	200
5110	22	18	200
5175	5	5	200
5190	20	16	200
5207	56	36	200
5330	166	28	200
5349	5	3	200
5353	35	27	200
5364	166	28	200
5607	13	13	200
5666	1	1	200
5808	36	24	200
5919	21	21	200
5991	144	36	200
6282	200	0	200
6300	5	5	200
6475	10	8	200
6865	200	0	200
6887	1	1	200
6994	8	8	200
7056	178	18	200
7057	20	16	200
7082	176	18	200
7240	5	5	200
7251	68	44	200
7305	22	18	200
7352	56	36	200
7546	10	10	200
7588	200	0	200
7624	200	0	200
7634	145	35	200
7737	1	1	200
7774	200	0	200
7838	143	35	200
7893	200	0	200
7999	41	35	200
8177	2	2	200
8210	53	35	200
8238	4	2	200
8282	200	0	200
8556	34	28	200
8561	143	35	200
8644	55	35	200
8954	199	1	200
8959	1	1	200
9907	1	1	200
9963	8	8	200
10115	35	27	200
10141	35	27	200
10171	22	20	200
10248	1	1	200
10299	1	1	200
10325	190	8	200
10402	34	28	200
10422	1	1	200
10424	20	16	200
10432	1	1	200
10474	4	4	200
10504	200	0	200
10586	200	0	200
10590	200	0	200
10604	200	0	200
10729	8	8	200
11142	34	26	200
11212	1	1	200
11254	144	36	200
11260	200	0	200
11306	200	0	200
11400	200	0	200
11405	200	0	200
11482	11	9	200
11494	6	4	200
11671	200	0	200
11708	200	0	200
11806	14	12	200
11947	6	6	200
11984	1	1	200
12099	194	6	200
12101	6	6	200
12111	194	6	200
12333	1	1	200
12421	2	2	200
12450	3	3	200
12547	1	1	200
12811	3	3	200
12976	1	1	200
12997	198	2	200
13031	2	2	200
13131	34	28	200
13166	34	28	200
13192	23	17	200
13205	7	5	200
13221	200	0	200
13266	1	1	200
13379	200	0	200
13395	1	1	200
13409	1	1	200
13530	21	17	200
13625	23	17	200
13638	178	16	200
13798	41	35	200
13957	200	0	200
14171	1	1	200
14354	179	19	200
14362	178	20	200
14506	200	0	200
14514	33	27	200
14561	200	0	200
14595	34	26	200
14640	145	35	200
14894	2	2	200
15117	1	1	200
15336	200	0	200
15339	200	0	200
15366	34	28	200
15371	200	0	200
15400	1	1	200
15426	1	1	200
15764	144	36	200
16065	40	34	200
16292	18	16	200
16306	18	16	200
16311	182	16	200
16424	160	32	200
16449	18	16	200
16536	3	3	200
16586	197	3	200
16600	197	3	200
16832	145	35	200
110	7	7	200
151	10	10	200
373	1	1	200
536	5	5	200
654	4	4	200
658	66	50	200
679	200	0	200
728	10	10	200
1195	2	2	200
1519	43	35	200
1615	68	50	200
1621	67	51	200
1639	1	1	200
1855	122	52	200
1883	1	1	200
1948	1	1	200
2254	3	3	200
2485	12	12	200
2495	188	12	200
2760	67	51	200
2813	26	16	200
3529	4	2	200
3687	200	0	200
3749	4	4	200
3907	200	0	200
133	50	50	142
214	10	10	158
411	1	1	178
428	1	1	176
571	2	2	174
576	1	1	196
639	1	1	200
703	98	98	200
709	100	98	200
973	31	31	156
1127	11	11	166
1285	3	3	178
1308	10	10	166
1321	77	73	166
1415	95	95	198
1475	100	100	200
1524	101	99	200
1621	2	2	200
1642	9	9	166
1697	1	1	190
1843	22	20	138
2203	5	5	166
28	25	21	200
307	1	1	200
419	199	1	200
485	1	1	200
659	9	9	200
731	77	45	200
903	200	0	200
1055	1	1	200
1183	1	1	200
1361	2	2	200
1367	19	19	200
1764	1	1	200
1860	200	0	200
1947	200	0	200
1999	1	1	200
2223	200	0	200
2416	200	0	200
2588	79	45	200
2654	2	0	200
2700	3	3	200
2863	13	11	200
2940	2	2	200
3088	25	21	200
3108	21	17	200
3262	200	0	200
3341	1	1	200
3552	198	2	200
3601	198	2	200
3614	198	2	200
3755	21	17	200
3768	197	3	200
3798	1	1	200
4049	184	16	200
4067	15	15	200
4097	2	2	200
4378	8	8	200
4532	192	8	200
4566	25	21	200
4572	21	17	200
4651	1	1	200
4668	200	0	200
4746	200	0	200
5058	10	10	200
